,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
1776,summer vacation middle school student nagasumi michishio travel seto inland sea day swimming mio sun beach leg suddenly cramp close notice desperate scream help sink ocean leave drown lose consciousness mermaid appear save life night nagasumi visit savior girl introduce sun seto mermaid yakuza family turn mermaid law mermaid identity reveal human punish execution avoid harrowing outcome seto family propose solution nagasumi marry sun die hand gouzaburou sun father boss seto clan face option nagasumi take hand marriage newlywed face difficult task keep relationship secret gouzaburou unending attempt nagasumi life eccentric antic slew antagonist genuine innocent love blossom pair adapt new life,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1777,touka gettan set land kamitsumihara trace magic legend see land protection kamiazuma clan found story revolve touka kamiazuma main protagonist encounter young girl name momoka kawakabe come stay clan meeting set chain event bring ancient legend life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1778,a.d  human enjoy prosperous existence strange life form call hardian appear suddenly begin multiply assault human population countermeasure mankind organize n.i.d.f investigate hardian protect fighter pilot aiba shu begin involve battle lifeform rurika yuno earth foremost scientist investigate hardian hear rumor book dead man secret tome relation hardian fight mankind survival begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1779,netto father yuuichirou hikari scientific breakthrough introduce synchro chip operator navi special enviroment know dimensional area fuse real world technique call cross fusion yuuichirou test subject misaki gorou attempt process sadly fail netto offer try rockman father forbid cross fusion put enormous strain operator health battle real world mean death,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1780,comet burn sky brilliant light shine people earth time giant army virus invade real world crush path netto enzan use cross fusion intervene whisk away unknown location confront responsible attack duo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1781,trill mysterious navi say originate world beyondard discover new beast type enemy zoanoroid want special power netto hikari rockman protect new friend try figure trill connection legendary cyber beast grega faltzer,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1782,deep dark recess undernet forte sleep drift aimlessly cybernetic graveyard pulsate power awaken forte alert dangerous shortly ahead haunting face appear amidst massive bright purple blob laugh directly forte curse forte find powerless blob take form capture grasp near time sunset peaceful city people everyday business curious bystander sidewalk glimpse shimmer purple light suddenly expand tall pillar reach sky scream erupt people pillar light take flight absorb destructive path tower clock ding hour  o'clock pillar desintigrate leave trail cybernetic residue utter emptyness program light dark,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,tour de france big bicycle race world new achievement record history tour de france racer japanese boy name shinozaki mikoto join bicycle club say fukazawa shinozaki mikoto secret love unfortunately despite high school student know ride bike real idea bicycle club earnestly practice overcome challenge pedal smolder mind  year ignite want devote bike ride experience failure friend rival pedal racer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1784, year old boy name shurato friend gai happen draw gigantic ball light compete final match martial art tournament regain sense find transfer mystic heavenly sphere divine atmosphere soon discover shurato govern king world bring original state shurato shock gai suddenly turn hostile unfortunate incident spectacular fantastic drama develop involve,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1785,continuation tv series battle celestial sphere gai shurato erase history danger come ahead guardian send earth investigate shurato try win friend world forget new villain mysterious plan,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1786,captain tsubasa passionate story elementary school student thought dream revolve entirely love soccer  year old tsubasa oozora start play soccer young age recreational sport friend develop obsession order pursue dream good elementary school ability tsubasa moves mother nankatsu city know excellent elementary school soccer team easily well old town nankatsu lot competition need skill talent order stand new crowd encounter rival new friend like pretty girl sanae nakazawa talented goalkeeper genzo wakabayashi share passion tsubasa prove treasured friend help push dream represent japan fifa world cup tsubasa ultimate dream lot talent reach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1787,shin ct take place u- word cup france friendly match germany japan defeat opponent finally reach final round germany hard match italian french player german team supreme giant goal keeper moeller round ace kalz europe good player forward schneider offer japanese team extremely hard match,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1788,captain tsubasa movie match europe boy soccer team japan boy soccer team take place end tv series japanese team arrive europe meet incredible player skill strength face,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1789,second movie return match europe soccer team japan begin hyuga deny join team  defeat nankatsu practice hard kyra perfect tiger shot misaki come wakabayashi allow play normally play german team lack schneider    improved skill tsubasa japanese team grave problem despite new rule schneider finally want beat rival wakabayashi new illusion shoot injure wakashimazu murisaki    brutal face shot wakabayashi finally allow play course match hyuga manage perfect tiger shot join team legendary player unite hyugas new power manage defeat opponent : minute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1790,captain tsubasa movie basically train match japan boy soccer team time flashback match instance final match nankatsu vs. toho wakabayashi challenge team captain different sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1791,fourth movie classical japan europe match intercontinental time arrange world cup  team japan usa europe south america match japan easily defeat usa : second match europe lose : south america final round s.a show soccer cyborg carlos santana supreme player undefeatable classical trick like hyugas tiger shoot tsubasa spin totally worthless hard spectacular match japanese learn play unison finally win,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1792,captain tsubasa movie match japan holland japanese team lose game apparently supreme opponent confidence low point hyuga having hurt leg desperate management try convince wakabayashi    tsubasa    come holland help deny second half game tsubasa appear join team give confidence strength tsubasa ozora captain game end : japan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1793,virtual world create present day network call digital world digital monster digital life object bear host computer yggdrasil manage different digital world area develop x program fear eliminate digimon old world develop new digital world certain digimon great crisis approach digital world x digimon new type digital monster hunt royal knight protect digital world master network overseer yggdrasil seek set motion project ark renew digital world create new digimon cost digital life new x digimon seek answer existence try protect life digimon process change digital world forever,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1794,recap special focus team urameshi match dark tournament character song play background short end episode : long eizou hakusho series ankoku bujutsukai shou gekan -group photo eizou hakusho series ankoku bujutsukai shou joukan -koto interview,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1795,eizou hakusho ii actually consist separate volume volume focus main character yusuke kurama hiei kuwabara episode basically recap specific character involvement series begin episode contain short music video specific character song seiyuu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1796,hishou ginga ace hayate ikazuchi work studio idol relate job request manager reiko reality teenagers reideen group superhero fight super devil send lushu mysterious little reideen know super devil send important purpose,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1797,slumber  millennia demon empire return seize control earth reideen giant robot like protector lose continent mu sense evil presence awaken golden pyramid reveal young japanese boy akira hibiki descendant ancient mu people help reideen save earth assist friend token girl mari sakurano    member high school soccer team,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1798,live roof girl crush dream shinichirou nakagami reality close nightmare school hiromi bright academically successful athletic popular home hiromi completely different person cold distant encase protective shell erect painful childhood school strange girl name isurugi noe suddenly take interest shinichirou noe love school chicken especially raigomaru convinced fly begin strange relationship shinichirou help noe resolve problem try figure feeling noe hiromi childhood friend andou aiko shinichirou trying find key unlock hiromi heart finish child picture book write surprisingly noe prove critical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1799,hiro hiyorimi tries save beautiful young woman certain death end dead hero drop dead girl hime daughter king monster reward come live soldier honor guard horror mean help fight army supernatural monstrosity hime sibling unleash hope move ladder succession face vampire zombie bad prepare weird one like shark panda killer dumpling sure hell afterlife hiro hope sad hime good girl close good come wrong gate hell,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1800,bizarre troublesome funny adventure await sakura kusakabe continue live angel sisters dokuro zakuro mitsukai angel include polite sabato mihashigo quirky zansu join crazy situation antic lead dokuro trusty excalibolg kill sakura turn bloody pulp,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801, punishment sexual perversion law come effect city surround squadron wear protective suit begin arrest look like perversion wonder inukami master keita inukami yoko want class perversion happen keita yoko kaoru inukami lovely perversion karina,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1802,office worker nam woo receive package childhood friend jun ho transport summer hometown small fishing village day jun ho leave boarding school seoul marble abandon lighthouse power transport fantastic world mysterious fly girl name mari live,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1803,"animation base fairy tale local sale , copy jeong chae bong writer know innocent heart stirring tale story orphan gil son year old boy blind sister gam bring charitable monk seclude temple mt seorak gil son mischievous boy guide hour long travel search innocence have pure heart befriend live thing communicate cloud bird flower snowy day",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,shu village attack unknown enemy friend jiro kluke decide defend home soon meet warrior zola receive power shadow ability let transform shadow powerful monster shu receive powerful monster blue dragon set defeat enemy,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1805,take place past offer view saiyuuki quartet formation journey west ova starts sanzo master ukoku second ova show meet goku sanzo ova consider event hakkai sin trial    decision live gojyo house,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1806,naruto kakashi sakura lee send protect prince trip world return safely home moon country moon country happen rich prince tend buy heart desire travel prince come circus group feature rare sabre toothe tiger purchase entire group suddenly mission protect spoil prince hardly listen say turn mission look animal prince listen end safely home country mysterious ninja wield frightening jutsu waiting attacking want team kakashi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,mika katagiri want band perform upcoming local festival complication arise keyboardist jun refuse play stage cancel refuse mika band strive find way play festival mean necessary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1808,rumi meet lot guy job probably fair assume say sort problem man literally turn beast gets turn outside perky girl field expertise little challenge stimulate mind make life interesting willing shot,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1809,"yukiya ayase gentle kind hearted innocent university student relative leave cousin tetsuo betrays ayase sell high bidder auction hope make enormous profit able pay debt somuku kanou bad temper    loan shark come ayase rescue buy ayase impressive . billion kanou apparently know ayase happen past ayase remember kanou understand save desperate effort ayase close kanou demand debt repaid suggest perfect way sell body kanou , time ayase horrify begin soon begin grow buy price",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,spring finally arrive moomin valley give way great adventure moomintroll rest inhabitant snufkin come home winter migration local valley finally begin rise hibernation find mysterious hat moomin bring throw away fine quality instead hope eventually find owner playing game friend moomin try hide silk hat friend come look shock discover moomin transform hideous creature examine mirror disgusted find completely unrecognizable transform normal scaring friend family moomin snufkin decide toss hat river drift away begin wonder hat belong owner return lose possession,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1811,nils holgersson young boy farm cruel animal catch farm little goblin prank magically shrink suddenly farm animal revenge flee goose morten join flock wild geese travel sweden nil hope find way big,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,edo mid- firework maker seikichi tamaya friend struggle live harsh morality law impose strict city councilor ban luxury include firework day strange girl stop sekichi shop equally strange request want sekichi build firework reach moon,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1814,street treasure town say belong cat know go city stir trouble go reality cat pair orphan boy call black white afraid rule street challenge yakuza come town start make change wild black carefree white rely treasure town way bond test quickly realize go thing long option,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1815,morning wataru hoshino find sleep girl underwear room wake quickly escape jump window punching wataru face girl rinna sawaki end transfer student wataru school new roommate wataru dormitory wataru live girl school teacher temizugawa heavy industry cancellation aviation branch south sakojima island major company family involve corporation evacuate year result girl leave island year time know rinna refuse friend wataru girls pain experience result eventual separation wataru disagree course year try convince,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,mysterious card come sky day capable summon powerful creature dimension centerpiece new game call bakugan game gain instant popularity child teenager well compete worldwide rank war domination vestroia homeland bakugan card rage invade white dragon naga servant doom being realm increasingly destabilize dimension begin merge bakugan player come realize pastime merely game danma kuusou bakugan player intend world rank leader someday fight experience vision clash vestroia fight suddenly move earth danma come possession talk mighty fire bakugan pyrus dragonoid soon gets drag conflict bakugan brawler team traverse dimension restore balance ravage world,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,kotetsushin jeeg take place year original feature new cast character primarily new main character kenji kusanagi high school student kotetsushin jeeg fight sudden reappearance haniwa genjin    jamada empire rule queen himika character include tsubaki tamashiro kyou misumi main character original series appear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1818,future human live colonized planet control aspect life system computer evolution result birth people extraordinary power new race call mu hate fear human mu dream place live peace earth mystical far away planet humanity leave home long ago pollution destruction increase impossible stay long jomy boy excitedly await birthday day enter world adult know unknown power sleep share dream return earth day,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1819,ren mihashi ace middle school baseball team poor pitching win constant loss eventually lead teammate bully reach point teammate long try win cause mihashi graduate little self esteem result mihashi decide high school different prefecture intention play baseball unfortunately arrival nishiura high drag join new team start pitcher unwilling mihashi realize place accept help catcher takaya abe start confidence ability abe see potential mihashi make goal help pitcher worthy call ace,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1820,otomo city freedom justice atrophy bone conspiracy rule day death stalk night death form skull man literal grim reaper skeletal grin presage grisly mayhem murder monstrous mutant haunt city underworld investigate bizarre slaying journalist minagami hayato photographer kiriko mamiya stalk ultimate predator fester cadaver city corruption flow river deep foul sin reign elite unearth secret shocking entire city turn tomb contain nightmarish necropoli vengeance come form live death 's head,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1821,imperial seal pass generation ancient time confer great power unto warrior choose story warrior time chaos civil war time great army clash titanic battle great hero carve name history time death destruction people land live constant fear sword stage step reluctant rikuson family guardian imperial seal steal sonsaku behest mentor rikuson offer service sonsaku intention confirm imperial seal assassin strike sonsaku imperial seal lose begin rikuson journey recover imperial seal discover destiny,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1822,aika smart athletic high school girl competent successfully pass salvager license test obtain c class license young hotheade gota treat child personality willing hire salvage job take trouble license decide post ad school attract client manage attention erika daughter rich family leader treasure hunt club ask aika salvage sea aika delightfully accept request see state art submarine load erika private cruiser discover destination aika realize terrible nature assignment result clash group high school girl southern island mysterious girl name karen begin aika new challenge,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,near future augment reality key daily life gentle middle school girl name yuuko yasako okonogi family move daikoku city despite rumor people disappear grandmother nickname mega baa run shop call megasia specialize illegal tool interact part virtual world mega baa host unofficial detective agency call coil group child yasako age find handle corruption virtual world yasako get involve group fumie hashimoto playful member coil help rescue cyberdog densuke getting trap virtual space chase mysterious virus investigate corruption virus abrasive hacker name yuuko amasawa call isako coil discover truth mysterious virus corruption cost,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1824,classic tale gegege kitaro tell story usual gegege kitaro series kitaro boy live gegege forest cemetery    dead father sunakake babaa nekomusume konaki jiji difference kitaro come brown hair instead standard grayish silver,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,doujin work follow life young girl name najimi osana exposure doujin world tempt doujin artist see friend convention najimi love draw soon learn contrary expect new world easy attend convention meet people najimi eventually manage find group interesting friend friend experience field help way someday create doujinshi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1826,tomoya okazaki delinquent find life dull believe friend youhei sunohara skips school plan waste high school day away day walk school tomoya pass young girl mutter quietly warn exclaim anpan    catch tomoya attention soon discover girl nagisa furukawa exclaim thing like order motivate nagisa claims friend tomoya walk away pass encounter tomoya find notice nagisa school eventually concede befriend tomoya learn nagisa hold year severe illness dream revive school drama club claim well decide help achieve goal help girl tomoya spend time girl learn problem attempt help girl overcome respective obstacle begin realize life dull thought,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1827,new york city late s battle nobunaga city restore peace owner little lip theater inform shinjiro time lead lady shinjiro disguised actress petitmint force role cleopatra star division member set persuade reluctant shinjiro begin chase borough dark skin youth servant appear unexpectedly midst flourish city eye conceal silent wrath fix statue liberty shinjiro company protect city hope dream new menace safely raise curtain new,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1828,a.d  man die quickly dramatic change environment unknown contaminant population decrease low number see woman leave alive live huddle small corner world reclaim nature accept inevitable extinction live carefree life try continue race help science society constant conflict difference principle policy story take place center tokyo place leave conflict speciman ice chance provide save humanity begin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1829,"distant future organization call deava fight call shadow angel creature survive , year purpose destroy humanity apollo seemingly normal human fact reincarnation fall angel call apollonius turn fight touma shadow angel comrades order prevent destruction earth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1830,luscious hills koumi island reason tourist pay shore visit reason come second scenic coral reefs legend anne bonnie mary read museum houses cutlass pistol dare pirate duo wonder small island tourism trip island famous kogorou mouri join daughter run good friend sonoko suzuki detective boy conan edogawa follow mix hotel room group encounter treasure hunter acquaint island treasure fever send hunt detective boy scour isle far harsh water conan discover murder police follow clue recent robbery arrive soon koumi plunge chaos follow mad dash treasure hunter inhabitant koumi secure anne mary long lose booty conan kogorou police search thing far great riches justice,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1831,slapstick comedy bomb uproar touch story tie nohara family dog shiro film musical style include scene insert song nohara family enjoy trip okinawa strange object like fly saucer stick shiro special bomb drop buttock alien power destroy earth space monitoring center unti    begin pick bomb female terrorist group hinageshi opera company try bomb disturb unti work,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1832,shadow darkness approach peaceful forest sound like trouble mushiking let strength fight adder deep forest exist paradise fairy insect popo fairy mushiking king beetles beetle live happily day happy lucky beetle name iron stripe stag beetle    forest appear popo request challenge mushiking combat suddenly iron stripe popo attack red eyed beetle blue hercule beetle control adder fairy darkness scheme rule forest mushiking king beetles rush rescue giraffe stag beetle control adder show battle giant beetle defend popo friend gradually lose strength gets capture take away,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,long journey kino hermes finally arrive destination beautiful clean country skyscraper unlike place visit far country landscape little peculiar countryside appear farmland area abandon fill old damage building sign life contrast city hide mountain confine fabricate sky generate advanced technology highly develop city focus healthcare practice strict hygiene regulation aim turn citizen healthiest people despite beautiful clean environment kino help feel sense uneasiness town air slightly contain peculiar smell bird see fly sky bring sense mystery dizziness scenery experience traveler kino know look deceive town initially expect,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,colin macleod immortal scottish highlander travel wise crack ghost amergan search immortal despot marcus octavius kill colin lover celtic plain century early great city new york submerge water dominant fortress tower sea fortress marcus octavius macleod tear saving survivor new york hunt nemesis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1835,tokimeki memorial bring young girl kirameki high school revolve main girl fujisaki shiori story start begin school year year main character choose girl date graduation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1836,base adachi manga story revolve romantic triangle form girl minatsu nakazato young student softball player shu akiba schoolmate naoto kadomatsu come boxer reality way relationship like half consider naoto love maria actually minatsu disguised escape evildoer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1837, japan lead animator ask create short segment follow theme robot inclusion film essentially movie  short film independant common element human interaction robot consequence create life hand play different way     open     franken gear     deprive     presence     star light angel     cloud     tale robot     nightmare     end,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1838,ayane high school student focus thing pro wrestler trainer trick kick boxer sport hate keep find,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1839,asagiri yohko ordinary high school student love boy know help thing write song explain feel song bit couple good bridge yohko learn listen song transport earth dimensional sister world ashanti song potential open gateway earth ashanti wide conquering force invade exactly forbid eon ago legendary warrior leda see come leda warrior duty fall yohko newfound friend stop onslaught return  world balance maybe yohko ordinary,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1840,keiichi find grandpa diary see treasure map inside skuld urd start feel great urge search company friend keiichi arrive honda inn place indicate map party inside meet honda chieko share certain promise keiichi apart confusion time keiichi courage word love belldandy,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1841,chirin newborn lamb mother live peaceful life meadow long stay inside fence protect rest flock free frolic graze delicious clover leave idyllic life shatter wolf name wor attack dead night kill chirin mother struggle process mother death chirin swear wolf order avenge mother unaware transformation cost,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,exist planet name beal wipe mysterious entity know gaizok remain survivor escape earth split family name jin kamie kamikita respectively attempt start new life collectively know jin family prepare inevitable gaizok invasion earth giant mechanical beast know mecha boost order defend new home build vehicle combine form mighty zambot  jin family defend gaizok attack harsh criticism people protect blame jin family invasion place,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1843,satoshi friend lose unknown wasteland eventually come water pokemon perform star mariner troupe hiromi hiromi descendant troupe water people able communicate water pokemon tell heroes legend pass people generation accord legend temple water people build call water temple akuusha rests ocean treasure call water crown hide say see treasure change pokemon ranger name jack walker    appear chase aftert jackie secret mission protect egg leader water pokemon manaphy pokemon call prince sea need take water temple akuusha satoshi tachi hiromi decide help way pirate name phantom attack heroe great submarine phantom plan use water crown power help conquer world solve mystery manaphy egg rocket dan mix jackie use capture styler borrow power nearby pokemon stand satoshi pikachu enter fray contend attack phantom powerful high tech mecha suddenly egg start shine vivid light manpahy bear mystery legendary treasure mysterious power manaphy satoshi tachi jackie complete secret mission journey reach water temple akuusha begin,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,earth conquer evil illumidus empire parallel draw u.s post world war ii occupation japan captain harlock group life long friend begin fight tyranny visit planet earth regard cost struggle care ideal restore freedom people earth,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1845,end arcadia youth capitain harlock crew space ship arcadia banish earth earth planet universe take illumidus race destructive humanoid ruin enslave destroy inhabitable planet come endless orbit ssx harlock battle illumidus search mythical planet peace people universe live freely war,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1846,dark haired bishounen sakon tachibana puppeteer ukon favorite puppet good friend sakon    grandson saemon tachibana national treasure japan famous manipulation bunraku puppet ukon child doll puppet early meiji era famous female dollmaker unosuke run murder solve,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
